Cantidad;Proveedor;Total;Temporada;Fecha;Color;Talle;Familia N1;Familia N2;Familia N3;Categorias;Art.Contenedor;Artículo;Marca
1,00;RUNI SRL;23.193,95;CLASICO;05/06/2023;NEGRO;42;CALZADO;ZAPATO;ZAPATO HOMBRES;;644338 - RENZO RUNI ZAPATO 2022;RENZO RUNI ZAPATO 2022 NEGRO 42;RUNI
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);20.449,77;CLASICO;05/06/2023;NEGRO/NEGRO;38;CALZADO;ZAPATILLAS;URBANAS;STOCK INMOVILIZADO 2023 ;628559 - 1336/201 VIZZANO ZAPATILLA URB. 2020;1336/201 VIZZANO ZAPATILLA URB. 2020 NEGRO/NEGRO 38;VIZZANO
1,00;;1.589,99;CLASICO;05/06/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;ZONA 93 S.A.;16.788,80;CLASICO;05/06/2023;GRIS;42;CALZADO;BOTINES;BOTINES F11;;644945 - CELTIC SETA BOTIN F11 2023;CELTIC SETA BOTIN F11 2023 GRIS 42;SETA
1,00;EVAPLAS S.A. (HARENNA);6.360,99;INVIERNO;05/06/2023;CHOCOLATE;41;CALZADO;PANTUFLAS;PANTUFLAS HOMBRE;LIQUIDACION INVIERNO 2023 ;643004 - 203 HARENNA PANTUFLA 2022;203 HARENNA PANTUFLA 2022 CHOCOLATE 41;HARENNA
1,00;MARITA AURORA TELLO CAPRISTAN (PANDA);5.091,99;INVIERNO;05/06/2023;BEIGE/NEGRO;44;CALZADO;PANTUFLAS;PANTUFLAS HOMBRE;LIQUIDACION INVIERNO 2023 ;643064 - 120 PANDA PANTUFLA 2022;120 PANDA PANTUFLA 2022 BEIGE/NEGRO 44;PANDA
1,00;MARITA AURORA TELLO CAPRISTAN (PANDA);5.271,20;INVIERNO;05/06/2023;BEIGE/NEGRO;44;CALZADO;PANTUFLAS;PANTUFLAS HOMBRE;LIQUIDACION INVIERNO 2023 ;643064 - 120 PANDA PANTUFLA 2022;120 PANDA PANTUFLA 2022 BEIGE/NEGRO 44;PANDA
1,00;ZONA 93 S.A.;16.788,80;CLASICO;05/06/2023;BLANCO;40;CALZADO;BOTINES;BOTINES F11;;644945 - CELTIC SETA BOTIN F11 2023;CELTIC SETA BOTIN F11 2023 BLANCO 40;SETA
1,00;ANSOPAZ S.A.;11.483,60;CLASICO;05/06/2023;NEGRO/NARANJA;41;CALZADO;BOTINES;BOTINES F5;;643409 - C16 ONITY BOTIN F5 2022;C16 ONITY BOTIN F5 2022 NEGRO/NARANJA 41;ONITY
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);11.268,72;CLASICO;05/06/2023;BLANCO;40;CALZADO;ZAPATILLAS;DEPORTIVAS;;AC-6050001 - 4802/101 ACTVITTA ZAPATILLA DEPORTIVA 2019;4802/101 ACTVITTA ZAPATILLA DEPORTIVA 2019 BLANCO 40;ACTVITTA
1,00;IMPORTADORA BS AS S.R.L.(GUMMI);18.145,32;CLASICO;05/06/2023;GRIS/NARANJA;44;CALZADO;ZAPATILLAS;DEPORTIVAS;6-12 SIN INTERES 6-12 SIN INTERES;641094 - ZAP SYSTEM GUMMI ZAPATILLA DEP 2021;ZAP SYSTEM GUMMI ZAPATILLA DEP 2021 GRIS/NARANJA 44;GUMMI
1,00;EVAPLAS S.A. (HARENNA);7.996,56;INVIERNO;05/06/2023;CHOCOLATE;41;CALZADO;PANTUFLAS;PANTUFLAS HOMBRE;LIQUIDACION INVIERNO 2023 ;643004 - 203 HARENNA PANTUFLA 2022;203 HARENNA PANTUFLA 2022 CHOCOLATE 41;HARENNA
1,00;IMPORTADORA BS AS S.R.L.(GUMMI);7.734,32;INVIERNO;05/06/2023;BLANCO;21;CALZADO;PANTUFLAS;PANTUFLAS KIDS;LIQUIDACION INVIERNO 2023 ;642959 - PP PINK/B GUMMI PANTUFLA UNICOR 2022;PP PINK/B GUMMI PANTUFLA UNICOR 2022 BLANCO 21;GUMMI
2,00;IMPORTADORA BS AS S.R.L.(GUMMI);15.468,64;INVIERNO;05/06/2023;BLANCO;23;CALZADO;PANTUFLAS;PANTUFLAS KIDS;LIQUIDACION INVIERNO 2023 ;642959 - PP PINK/B GUMMI PANTUFLA UNICOR 2022;PP PINK/B GUMMI PANTUFLA UNICOR 2022 BLANCO 23;GUMMI
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);20.890,00;INVIERNO MODA;05/06/2023;VINO;36;CALZADO;BOTAS Y BORCEGOS;BOTAS;NICO OPORTUNIDAD JULIO |LIQUIDACION INVIERNO 2023 ;642554 - 3049/225/20076 VIZZANO BOTA CORTA T/A 2022;3049/225/20076 VIZZANO BOTA CORTA T/A 2022 VINO 36;VIZZANO
1,00;EZEIZA MORA HERNAN ARIEL (SIRIS);17.754,55;INVIERNO MODA;05/06/2023;SUELA;38;CALZADO;BOTAS Y BORCEGOS;BOTA TEXANA;LIQUIDACION INVIERNO 2023 |NICO OPORTUNIDAD JUNIO ;642970 - 1402 SIRIS BOTA TEXANA 2022;1402 SIRIS BOTA TEXANA 2022 SUELA 38;SIRIS
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);16.990,00;VERANO MODA;05/06/2023;BLANCO;38;CALZADO;SANDALIAS;SANDALIAS TACO ALTO;;641315 - 6292/200/13488 VIZZANO SANDALIA T/A 2021;6292/200/13488 VIZZANO SANDALIA T/A 2021 BLANCO 38;VIZZANO
1,00;ZONA 93 S.A.;16.788,80;CLASICO;05/06/2023;BLANCO;41;CALZADO;BOTINES;BOTINES F11;;644945 - CELTIC SETA BOTIN F11 2023;CELTIC SETA BOTIN F11 2023 BLANCO 41;SETA
1,00;VICBOR S.R.L.;9.990,00;CLASICO;05/06/2023;BEIGE;40;CALZADO;ZAPATILLAS;DEPORTIVAS;STOCK INMOVILIZADO 2023 ;630158 - 046 WAKE ZAPATILLA DEP 2021;046 WAKE ZAPATILLA DEP 2021 BEIGE 40;WAKE
1,00;SUN SOL S.R.L;13.445,10;CLASICO;05/06/2023;AZUL;45;CALZADO;ZAPATILLAS;DEPORTIVAS;;641829 - D1353 DREAMER ZAPATILLA DEP 2021;D1353 DREAMER ZAPATILLA DEP 2021 AZUL 45;DREAMER
1,00;FRABIDEL GROUP SA (FLECHA - TOPPER);8.729,50;CLASICO;05/06/2023;NEGRO;44;CALZADO;ZAPATILLAS;URBANAS;;640062 - 22301 FLECHA ZAPATILLA URB 2021;22301 FLECHA ZAPATILLA URB 2021 NEGRO 44;FLECHA
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);15.184,79;CLASICO;06/06/2023;AZUL;39;CALZADO;ZAPATILLAS;PANCHA DEPORTIVA;NICO OPORTUNIDAD SEPTIEMBRE |NICO OPORTUNIDAD ABRIL ;640766 - 4902/100/19408 ACTVITTA ZAPATILLA DEP 2021;4902/100/19408 ACTVITTA ZAPATILLA DEP 2021 AZUL 39;ACTVITTA
1,00;GRIMOLDI S.A.;59.840,50;INVIERNO MODA;06/06/2023;MARRON;44;CALZADO;BOTAS Y BORCEGOS;BORCEGOS;;642939 - LIZARD/22 HUSH PUPPIES BORCEGO 2022;LIZARD/22 HUSH PUPPIES BORCEGO 2022 MARRON 44;HUSH PUPPIES
1,00;;1.106,00;CLASICO;06/06/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
-1,00;INTERNATIONAL BRANDS S.R.L.;-8.879,00;VERANO;06/06/2023;AZUL/AMARILLO;45;CALZADO;OJOTAS Y CHINELAS;OJOTAS;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;644343 - COPACABANA OLYMPIKUS OJOTA 2022;COPACABANA OLYMPIKUS OJOTA 2022 AZUL/AMARILLO 45;OLYMPIKUS
1,00;VICBOR S.R.L.;14.675,21;CLASICO;06/06/2023;GRIS;41;CALZADO;ZAPATILLAS;DEPORTIVAS;STOCK INMOVILIZADO 2023 ;641451 - REACTIONV22 ATOMIK ZAPATILLA DEP 2021;REACTIONV22 ATOMIK ZAPATILLA DEP 2021 GRIS 41;ATOMIK
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);11.688,30;CLASICO;06/06/2023;NEGRO;36;CALZADO;ZAPATILLAS;DEPORTIVAS;STOCK INMOVILIZADO 2023 ;643393 - 2831/220/22957 MOLEKINHO ZAPATILLA DEP 2022;2831/220/22957 MOLEKINHO ZAPATILLA DEP 2022 NEGRO 36;MOLEKINHO
1,00;MIDING S.R.L. - SHEPERD S.A.;25.619,00;CLASICO;06/06/2023;NEGRO;41;CALZADO;ZAPATILLAS;URBANAS;;AC-5620943 - BRIAN KEVINGSTON ZAPATILLA URB 2019;BRIAN KEVINGSTON ZAPATILLA URB 2019 NEGRO 41;KEVINGSTON
1,00;MIDING S.R.L.;24.511,49;CLASICO;06/06/2023;VERDE;41;CALZADO;ZAPATILLAS;URBANAS;NICO OPORTUNIDAD MAYO ;642709 - COOPER KEVINGSTON ZAPATILLA URB 2022;COOPER KEVINGSTON ZAPATILLA URB 2022 VERDE 41;KEVINGSTON
1,00;VICBOR S.R.L.;10.490,00;CLASICO;06/06/2023;NEGRO;38;CALZADO;ZAPATILLAS;DEPORTIVAS;STOCK INMOVILIZADO 2023 ;630158 - 046 WAKE ZAPATILLA DEP 2021;046 WAKE ZAPATILLA DEP 2021 NEGRO 38;WAKE
1,00;MIDING S.R.L.;23.750,10;CLASICO;06/06/2023;NEGRO;42;CALZADO;ZAPATILLAS;URBANAS;;645790 - HERITAGE ODART MONTAGNE ZAPATILLA URB 2023;HERITAGE ODART MONTAGNE ZAPATILLA URB 2023 NEGRO 42;MONTAGNE
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);20.990,00;CLASICO;06/06/2023;BLANCO;39;CALZADO;ZAPATILLAS;BOTITAS URBANAS;;642538 - 1389/104/7286 VIZZANO BOTITA URB 2022;1389/104/7286 VIZZANO BOTITA URB 2022 BLANCO 39;VIZZANO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);20.990,00;CLASICO;06/06/2023;NEGRO;38;CALZADO;ZAPATILLAS;BOTITAS URBANAS;;642538 - 1389/104/7286 VIZZANO BOTITA URB 2022;1389/104/7286 VIZZANO BOTITA URB 2022 NEGRO 38;VIZZANO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);11.268,73;CLASICO;06/06/2023;GRIS;40;CALZADO;ZAPATILLAS;PANCHA DEPORTIVA;NICO OPORTUNIDAD SEPTIEMBRE ;640766 - 4902/100/19408 ACTVITTA ZAPATILLA DEP 2021;4902/100/19408 ACTVITTA ZAPATILLA DEP 2021 GRIS 40;ACTVITTA
1,00;IMPORTADORA BS AS S.R.L.(GUMMI);9.140,56;COLEGIAL;06/06/2023;NEGRO;33;CALZADO;ZAPATILLAS;ZAPATILLA ESCOLAR;;642321 - ZAP FUN GUMMI ZAPATILLA DEP 2021;ZAP FUN GUMMI ZAPATILLA DEP 2021 NEGRO 33;GUMMI
1,00;MARITA AURORA TELLO CAPRISTAN (PANDA);5.271,20;INVIERNO;06/06/2023;BEIGE/NEGRO;41;CALZADO;PANTUFLAS;PANTUFLAS HOMBRE;LIQUIDACION INVIERNO 2023 ;643064 - 120 PANDA PANTUFLA 2022;120 PANDA PANTUFLA 2022 BEIGE/NEGRO 41;PANDA
1,00;MARITA AURORA TELLO CAPRISTAN (PANDA);5.271,20;INVIERNO;06/06/2023;BEIGE/NEGRO;42;CALZADO;PANTUFLAS;PANTUFLAS HOMBRE;LIQUIDACION INVIERNO 2023 ;643064 - 120 PANDA PANTUFLA 2022;120 PANDA PANTUFLA 2022 BEIGE/NEGRO 42;PANDA
-1,00;SONNTAG NAHUEL FACUNDO;-15.342,72;INVIERNO MODA;06/06/2023;VERDE;38;CALZADO;BOTAS Y BORCEGOS;PANTUBOTAS;LIQUIDACION INVIERNO 2023 ;643185 - MOTZA ARAQUINA BOTA SKY 2022;MOTZA ARAQUINA BOTA SKY 2022 VERDE 38;ARAQUINA
1,00;KARP DAMIAN (BEREL-K);5.346,50;INVIERNO;06/06/2023;GRIS/NEGRO;43;CALZADO;PANTUFLAS;PANTUFLAS HOMBRE;LIQUIDACION INVIERNO 2023 ;643312 - 870 BEREL-K PANTUFLA 2022;870 BEREL-K PANTUFLA 2022 GRIS/NEGRO 43;BEREL-K
-1,00;KARP DAMIAN (BEREL-K);-5.346,51;INVIERNO;06/06/2023;GRIS/NEGRO;43;CALZADO;PANTUFLAS;PANTUFLAS HOMBRE;LIQUIDACION INVIERNO 2023 ;643312 - 870 BEREL-K PANTUFLA 2022;870 BEREL-K PANTUFLA 2022 GRIS/NEGRO 43;BEREL-K
1,00;EZEIZA MORA HERNAN ARIEL (SIRIS);17.754,55;INVIERNO MODA;06/06/2023;SUELA;37;CALZADO;BOTAS Y BORCEGOS;BOTA TEXANA;LIQUIDACION INVIERNO 2023 |NICO OPORTUNIDAD JUNIO ;642970 - 1402 SIRIS BOTA TEXANA 2022;1402 SIRIS BOTA TEXANA 2022 SUELA 37;SIRIS
1,00;PABLO RODRIGO CALFAYAN( PIA VITTELLI);12.753,75;VERANO MODA;06/06/2023;NEGRO;39;CALZADO;SANDALIAS;SANDALIAS MODA;6-12 SIN INTERES 6-12 SIN INTERES|LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643848 - TINA PIAVITTELLI SANDALIA MODA 2022;TINA PIAVITTELLI SANDALIA MODA 2022 NEGRO 39;PIAVITTELLI
1,00;VICBOR S.R.L.;9.990,00;CLASICO;06/06/2023;NEGRO;37;CALZADO;ZAPATILLAS;DEPORTIVAS;STOCK INMOVILIZADO 2023 ;630158 - 046 WAKE ZAPATILLA DEP 2021;046 WAKE ZAPATILLA DEP 2021 NEGRO 37;WAKE
-1,00;RIMON CASSIS E HIJOS S.A.;-7.439,52;CLASICO;06/06/2023;NEGRO/GRIS;37;CALZADO;ZAPATILLAS;DEPORTIVAS;STOCK INMOVILIZADO 2023 ;641345 - BX307 NEEC ZAPATILLA DEP 2021;BX307 NEEC ZAPATILLA DEP 2021 NEGRO/GRIS 37;NEEC
1,00;VICBOR S.R.L.;14.675,21;CLASICO;06/06/2023;GRIS;40;CALZADO;ZAPATILLAS;DEPORTIVAS;;642502 - REATION ATOMIK ZAPATILLA DEP 2022;REATION ATOMIK ZAPATILLA DEP 2022 GRIS 40;ATOMIK
1,00;MIDING S.R.L. - SHEPERD S.A.;21.959,10;CLASICO;06/06/2023;NEGRO;43;CALZADO;ZAPATILLAS;URBANAS;;AC-5620943 - BRIAN KEVINGSTON ZAPATILLA URB 2019;BRIAN KEVINGSTON ZAPATILLA URB 2019 NEGRO 43;KEVINGSTON
1,00;MIDING S.R.L.;25.592,00;CLASICO;06/06/2023;ROSA;37;CALZADO;ZAPATILLAS;URBANAS;;641078 - SENDAI KEVINGSTON ZAPATILLA SNEAKERS 2021;SENDAI KEVINGSTON ZAPATILLA SNEAKERS 2021 ROSA 37;KEVINGSTON
-1,00;MIDING S.R.L.;-38.654,55;CLASICO;06/06/2023;NEGRO;37;CALZADO;ZAPATILLAS;BOTITAS URBANAS;;644858 - TROPHY 47 STREET BOTITA URB 2023;TROPHY 47 STREET BOTITA URB 2023 NEGRO 37;47 STREET
1,00;;2.115,00;CLASICO;06/06/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
-1,00;INDUSTRIAS VERSATO S.A.(VERSATO);-11.268,72;CLASICO;06/06/2023;BLANCO;40;CALZADO;ZAPATILLAS;DEPORTIVAS;;AC-6050001 - 4802/101 ACTVITTA ZAPATILLA DEPORTIVA 2019;4802/101 ACTVITTA ZAPATILLA DEPORTIVA 2019 BLANCO 40;ACTVITTA
-1,00;EVAPLAS S.A. (HARENNA);-8.632,65;INVIERNO;06/06/2023;CHOCOLATE;39;CALZADO;PANTUFLAS;PANTUFLAS HOMBRE;LIQUIDACION INVIERNO 2023 ;643004 - 203 HARENNA PANTUFLA 2022;203 HARENNA PANTUFLA 2022 CHOCOLATE 39;HARENNA
1,00;GRIMOLDI S.A.;59.840,50;INVIERNO MODA;06/06/2023;MARRON;44;CALZADO;BOTAS Y BORCEGOS;BORCEGOS;;642939 - LIZARD/22 HUSH PUPPIES BORCEGO 2022;LIZARD/22 HUSH PUPPIES BORCEGO 2022 MARRON 44;HUSH PUPPIES
2,00;INDUSTRIAS VERSATO S.A.(VERSATO);25.277,99;INVIERNO MODA;06/06/2023;CAFE;33;CALZADO;BOTAS Y BORCEGOS;BOTITAS;NICO OPORTUNIDAD AGOSTO |LIQUIDACION INVIERNO 2023 ;640852 - 2833/104/18110 MOLEKINHO BOTITA 2021;2833/104/18110 MOLEKINHO BOTITA 2021 CAFE 33;MOLEKINHO
1,00;MIDING S.R.L.;24.264,63;CLASICO;06/06/2023;MARRON;42;CALZADO;ZAPATILLAS;URBANAS;;644859 - CAIDEN KEVINGSTON ZAPATILLA URB 2023;CAIDEN KEVINGSTON ZAPATILLA URB 2023 MARRON 42;KEVINGSTON
1,00;;794,74;CLASICO;06/06/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;ARIAN S SRL FCA. CALZADO FINO;14.287,00;COLEGIAL;06/06/2023;NEGRO;36;CALZADO;ZAPATO;ZAPATO ESCOLAR;;AC-1080443 - 2956 ARIAN`S ZAPATO 2018;2956 ARIAN`S ZAPATO 2018 NEGRO 36;ARIAN`S
1,00;EVAPLAS S.A. (HARENNA);8.632,64;INVIERNO;06/06/2023;CHOCOLATE;39;CALZADO;PANTUFLAS;PANTUFLAS HOMBRE;LIQUIDACION INVIERNO 2023 ;643004 - 203 HARENNA PANTUFLA 2022;203 HARENNA PANTUFLA 2022 CHOCOLATE 39;HARENNA
-1,00;INDUSTRIAS VERSATO S.A.(VERSATO);-15.184,80;CLASICO;06/06/2023;AZUL;39;CALZADO;ZAPATILLAS;PANCHA DEPORTIVA;NICO OPORTUNIDAD SEPTIEMBRE |NICO OPORTUNIDAD ABRIL ;640766 - 4902/100/19408 ACTVITTA ZAPATILLA DEP 2021;4902/100/19408 ACTVITTA ZAPATILLA DEP 2021 AZUL 39;ACTVITTA
1,00;INDUMENTARIA PAMPEANA S.A.;8.533,32;CLASICO;07/06/2023;NEGRO/FUCSIA;37;CALZADO;ZAPATILLAS;PANCHA DEPORTIVA;;628977 - SEMPAI SHOCK KIOSHI PANCHA DEP. 2020;SEMPAI SHOCK KIOSHI PANCHA DEP. 2020 NEGRO/FUCSIA 37;KIOSHI
1,00;MIDING S.R.L.;31.910,50;CLASICO;07/06/2023;AZUL;42;CALZADO;TREKKING;ZAPATILLAS TREKKING;;645608 - HAVEL/H MONTAGNE ZAPATILLA TREK 2023;HAVEL/H MONTAGNE ZAPATILLA TREK 2023 AZUL 42;MONTAGNE
1,00;GLOBAL BRANDS S.A.;21.192,84;CLASICO;07/06/2023;NEGRO;42;CALZADO;ZAPATILLAS;DEPORTIVAS;;644738 - MEGA OLYMPIKUS ZAPATILLA DEP 2023;MEGA OLYMPIKUS ZAPATILLA DEP 2023 NEGRO 42;OLYMPIKUS
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);11.988,00;CLASICO;07/06/2023;NEGRO;36;CALZADO;ZAPATILLAS;URBANAS;STOCK INMOVILIZADO 2023 ;628568 - 5627/526 MOLECA ZAPATILLA URB 2020;5627/526 MOLECA ZAPATILLA URB 2020 NEGRO 36;MOLECA
1,00;MIDING S.R.L.;40.990,00;CLASICO;07/06/2023;NEGRO;37;CALZADO;ZAPATILLAS;BOTITAS URBANAS;;644858 - TROPHY 47 STREET BOTITA URB 2023;TROPHY 47 STREET BOTITA URB 2023 NEGRO 37;47 STREET
1,00;;565,01;CLASICO;07/06/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;IMPORTADORA BS AS S.R.L.(GUMMI);25.574,16;CLASICO;07/06/2023;GRIS;41;CALZADO;TREKKING;ZAPATILLAS TREKKING;NICO OPORTUNIDAD MAYO ;640626 - 848 GUMMI ZAPATILLA TREK. 2021;848 GUMMI ZAPATILLA TREK. 2021 GRIS 41;GUMMI
1,00;VICBOR S.R.L.;14.675,21;CLASICO;07/06/2023;GRIS;42;CALZADO;ZAPATILLAS;DEPORTIVAS;STOCK INMOVILIZADO 2023 ;641451 - REACTIONV22 ATOMIK ZAPATILLA DEP 2021;REACTIONV22 ATOMIK ZAPATILLA DEP 2021 GRIS 42;ATOMIK
1,00;EZEIZA MORA HERNAN ARIEL (SIRIS);17.380,77;INVIERNO MODA;07/06/2023;NEGRO;36;CALZADO;BOTAS Y BORCEGOS;BOTA TEXANA;NICO OPORTUNIDAD MAYO |LIQUIDACION INVIERNO 2023 |NICO OPORTUNIDAD JUNIO ;642970 - 1402 SIRIS BOTA TEXANA 2022;1402 SIRIS BOTA TEXANA 2022 NEGRO 36;SIRIS
1,00;IMPORTADORA BS AS S.R.L.(GUMMI);18.145,32;CLASICO;07/06/2023;GRIS/NARANJA;42;CALZADO;ZAPATILLAS;DEPORTIVAS;6-12 SIN INTERES 6-12 SIN INTERES;641094 - ZAP SYSTEM GUMMI ZAPATILLA DEP 2021;ZAP SYSTEM GUMMI ZAPATILLA DEP 2021 GRIS/NARANJA 42;GUMMI
1,00;MIDING S.R.L.;20.408,96;CLASICO;07/06/2023;AZUL;42;CALZADO;ZAPATILLAS;URBANAS;;641075 - TYLOR KEVINGSTON ZAPATILLA URB 2021;TYLOR KEVINGSTON ZAPATILLA URB 2021 AZUL 42;KEVINGSTON
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);20.990,00;CLASICO;07/06/2023;NEGRO;38;CALZADO;ZAPATILLAS;BOTITAS URBANAS;;642538 - 1389/104/7286 VIZZANO BOTITA URB 2022;1389/104/7286 VIZZANO BOTITA URB 2022 NEGRO 38;VIZZANO
1,00;ANSOPAZ S.A.;13.077,24;CLASICO;07/06/2023;NEGRO/PLATA;41;CALZADO;BOTINES;BOTINES F5;;643411 - C17 ONITY BOTIN F5 2022;C17 ONITY BOTIN F5 2022 NEGRO/PLATA 41;ONITY
1,00;VICBOR S.R.L.;10.490,00;CLASICO;07/06/2023;NEGRO;38;CALZADO;ZAPATILLAS;DEPORTIVAS;STOCK INMOVILIZADO 2023 ;630158 - 046 WAKE ZAPATILLA DEP 2021;046 WAKE ZAPATILLA DEP 2021 NEGRO 38;WAKE
1,00;SONNTAG NAHUEL FACUNDO;15.170,31;INVIERNO MODA;07/06/2023;NEGRO;37;CALZADO;BOTAS Y BORCEGOS;PANTUBOTAS;LIQUIDACION INVIERNO 2023 ;643185 - MOTZA ARAQUINA BOTA SKY 2022;MOTZA ARAQUINA BOTA SKY 2022 NEGRO 37;ARAQUINA
1,00;IMPORTADORA BS AS S.R.L.(GUMMI);22.933,00;CLASICO;07/06/2023;GRIS/ROJO;41;CALZADO;ZAPATILLAS;DEPORTIVAS;;641550 - ZAP BUBBLE/H GUMMI ZAPATILLA DEP 2021;ZAP BUBBLE/H GUMMI ZAPATILLA DEP 2021 GRIS/ROJO 41;GUMMI
1,00;IMPORTADORA BS AS S.R.L.(GUMMI);29.990,00;CLASICO;07/06/2023;NEGRO;38;CALZADO;ZAPATILLAS;BOTITAS URBANAS;;645043 - UR RUSH GUMMI BOTITA SNEAKERS 2023;UR RUSH GUMMI BOTITA SNEAKERS 2023 NEGRO 38;GUMMI
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);11.754,27;INVIERNO MODA;07/06/2023;SUELA;34;CALZADO;BOTAS Y BORCEGOS;BOTITAS;NICO OPORTUNIDAD AGOSTO |LIQUIDACION INVIERNO 2023 ;640852 - 2833/104/18110 MOLEKINHO BOTITA 2021;2833/104/18110 MOLEKINHO BOTITA 2021 SUELA 34;MOLEKINHO
1,00;MIDING S.R.L.;25.888,54;CLASICO;07/06/2023;BLANCO;42;CALZADO;ZAPATILLAS;URBANAS;NICO OPORTUNIDAD MAYO ;642709 - COOPER KEVINGSTON ZAPATILLA URB 2022;COOPER KEVINGSTON ZAPATILLA URB 2022 BLANCO 42;KEVINGSTON
1,00;VICBOR S.R.L.;14.675,21;CLASICO;07/06/2023;GRIS;43;CALZADO;ZAPATILLAS;DEPORTIVAS;STOCK INMOVILIZADO 2023 ;641451 - REACTIONV22 ATOMIK ZAPATILLA DEP 2021;REACTIONV22 ATOMIK ZAPATILLA DEP 2021 GRIS 43;ATOMIK
1,00;MIDING S.R.L.;32.792,00;CLASICO;08/06/2023;NEGRO;39;CALZADO;ZAPATILLAS;BOTITAS URBANAS;;644858 - TROPHY 47 STREET BOTITA URB 2023;TROPHY 47 STREET BOTITA URB 2023 NEGRO 39;47 STREET
1,00;INDUMENTARIA PAMPEANA S.A.;8.801,21;CLASICO;08/06/2023;NEGRO;41;CALZADO;ZAPATILLAS;DEPORTIVAS;;641208 - KAMINARY/H KIOSHI ZAPATILLA DEP 2021;KAMINARY/H KIOSHI ZAPATILLA DEP 2021 NEGRO 41;KIOSHI
1,00;ANSOPAZ S.A.;13.077,24;CLASICO;08/06/2023;NEGRO/PLATA;41;CALZADO;BOTINES;BOTINES F5;;643411 - C17 ONITY BOTIN F5 2022;C17 ONITY BOTIN F5 2022 NEGRO/PLATA 41;ONITY
1,00;MIDING S.R.L.;33.429,55;CLASICO;08/06/2023;GRIS;40;CALZADO;TREKKING;ZAPATILLAS TREKKING;;645785 - CROSSLAND/H MONTAGNE ZAPATILLA TREK 2023;CROSSLAND/H MONTAGNE ZAPATILLA TREK 2023 GRIS 40;MONTAGNE
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);12.582,00;CLASICO;08/06/2023;NEGRO;24;CALZADO;ZAPATILLAS;URBANAS;STOCK INMOVILIZADO 2023 ;630076 - 2136/644 MOLEKINHO ZAPATILLA URB. 2021;2136/644 MOLEKINHO ZAPATILLA URB. 2021 NEGRO 24;MOLEKINHO
1,00;LIVING SHOES S.R.L.(ALL TERRA);7.381,44;CLASICO;08/06/2023;NEGRO/BEIGE;41;CALZADO;ZAPATILLAS;URBANAS;;642852 - SLIDE ALL TERRA ZAPATILLA URB 2022;SLIDE ALL TERRA ZAPATILLA URB 2022 NEGRO/BEIGE 41;ALL TERRA
1,00;;1.314,44;CLASICO;08/06/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;INDUSTRIAS G&D S.A.( MASSIMO CHIESA );5.570,69;CLASICO;08/06/2023;NEGRO;100;MARROQUINERIA;ACCESORIOS DE MARROQUINERIA;CINTO;;643218 - 3111 STORKMAN CINTO 2022;3111 STORKMAN CINTO 2022 NEGRO 100;STORK MAN
1,00;;1.017,49;CLASICO;08/06/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;FABINCAL CORDOBA S.A;13.198,99;COLEGIAL;08/06/2023;NEGRO;37;CALZADO;ZAPATO;ZAPATO ESCOLAR;;AC-5440232 - 532 ESCARPINO ZAPATO VINCHA 2019;532 ESCARPINO ZAPATO VINCHA 2019 NEGRO 37;ESCARPINO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);27.890,71;INVIERNO MODA;08/06/2023;CAFE;38;CALZADO;BOTAS Y BORCEGOS;BUCANERAS;LIQUIDACION INVIERNO 2023 ;642544 - 3085/203/20108 VIZZANO BUCANERA 2022;3085/203/20108 VIZZANO BUCANERA 2022 CAFE 38;VIZZANO
