Cantidad;Proveedor;Total;Temporada;Fecha;Color;Talle;Familia N1;Familia N2;Familia N3;Categorias;Art.Contenedor;Artículo;Marca
1,00;JOSE FREIBERG S.A.C.I.;7.990,01;COLEGIAL;05/02/2023;VARIOS;UNICO;UTILES ESCOLARES Y LIBRERIA GENERAL;ESCOLARES;SET UTILES;; - ;COMBO 4to A 6to FREIBERG UTILES ESCOLARES 2021 VARIOS UNICO;FREIBERG
1,00;FRABIDEL GROUP SA (FLECHA - TOPPER);6.744,32;CLASICO;05/02/2023;JEANS;39;CALZADO;ZAPATILLAS;URBANAS;;641327 - 22304 FLECHA ZAPATILLA URB 2021;22304 FLECHA ZAPATILLA URB 2021 JEANS 39;FLECHA
1,00;LESEDIFE S.A.;8.999,00;COLEGIAL;05/02/2023;BEIGE;UNICO;MARROQUINERIA;MOCHILAS;MOCHILA;;644629 - 91/2815 LSYD MOCHILA 2022;91/2815 LSYD MOCHILA 2022 BEIGE UNICO;LSYD
1,00;LESEDIFE S.A.;10.979,00;CLASICO;05/02/2023;AZUL;UNICO;MARROQUINERIA;MOCHILAS;MOCHILA MODA;;644505 - 06/FB4037 MY LOOK MOCHILA MODA 2022;06/FB4037 MY LOOK MOCHILA MODA 2022 AZUL UNICO;MY LOOK
1,00;;1.584,99;CLASICO;05/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;3.055,00;CLASICO;05/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;836,09;CLASICO;05/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;2.609,99;CLASICO;05/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;640,28;CLASICO;05/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;SUN SOL S.R.L;7.156,35;VERANO;05/02/2023;MARRON;44;CALZADO;OJOTAS Y CHINELAS;CHINELA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;642234 - DO1105 DOX CHINELA 2021;DO1105 DOX CHINELA 2021 MARRON 44;DOX
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);5.337,27;VERANO MODA;05/02/2023;NEGRO/CHAROL;38;CALZADO;OJOTAS Y CHINELAS;CHINELA MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;AC-5501298 - 5435/412 MOLECA CHINELA 2019;5435/412 MOLECA CHINELA 2019 NEGRO/CHAROL 38;MOLECA
1,00;IMPORTADORA BS AS S.R.L.(GUMMI);18.799,00;CLASICO;05/02/2023;NEGRO;38;CALZADO;ZAPATILLAS;DEPORTIVAS;;641557 - ZAP BUBBLE/D GUMMI ZAPATILLA DEP 2021;ZAP BUBBLE/D GUMMI ZAPATILLA DEP 2021 NEGRO 38;GUMMI
1,00;LAUTIN ACCESORIOS S.R.L.(LIMA -CHIMOLA);9.889,00;COLEGIAL;05/02/2023;LILA;UNICO;UTILES ESCOLARES Y LIBRERIA GENERAL;ESCOLARES;CARTUCHERAS;;644483 - TR48 CHIMOLA CARTUCHERA 2022;TR48 CHIMOLA CARTUCHERA 2022 LILA UNICO;CHIMOLA
1,00;COMPRANDOENGRUPO.NET S.A.;1.044,00;CLASICO;06/02/2023;VARIOS;UNICO;ELECTRONICA;TABLETS Y ACCESORIOS;CARGADORES;; - ;CUSB31A ETHEOS CARGADOR USB 2021 VARIOS UNICO;ETHEOS
1,00;;651,98;CLASICO;06/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;LESEDIFE S.A.;7.704,00;CLASICO;06/02/2023;BEIGE;UNICO;MARROQUINERIA;BOLSOS Y CARTERAS;MORRAL;;644043 - C1734 AMAYRA MORRAL 2022;C1734 AMAYRA MORRAL 2022 BEIGE UNICO;AMAYRA
1,00;;815,00;CLASICO;06/02/2023;VARIOS;UNICO;VARIOS;;;; - ;ENVIO WEB VTEX 2021;VARIOS
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);13.699,00;INVIERNO MODA;06/02/2023;NEGRO;38;CALZADO;BOTAS Y BORCEGOS;BOTAS;NICO OPORTUNIDAD JULIO |LIQUIDACION INVIERNO 2023 ;642531 - 3076/100/21636 VIZZANO BOTA CORTA 2022;3076/100/21636 VIZZANO BOTA CORTA 2022 NEGRO 38;VIZZANO
1,00;GLOBAL BRANDS S.A.;22.175,13;CLASICO;06/02/2023;GRIS/AMARILLO;48;CALZADO;ZAPATILLAS;DEPORTIVAS;;642874 - VELOZ OLYMPIKUS ZAPATILLA DEP 2022;VELOZ OLYMPIKUS ZAPATILLA DEP 2022 GRIS/AMARILLO 48;OLYMPIKUS
1,00;;1.302,60;CLASICO;07/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;3.055,00;CLASICO;07/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;1.036,99;CLASICO;07/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;1.729,99;CLASICO;07/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;BLOWER S.A.;7.589,00;CLASICO;07/02/2023;VARIOS;UNICO;JUEGOS Y JUGUETES;VEHICULOS DE JUGUETE;CAMIONES;;644184 - BL6936/7341 BLOWER CAMION EXCAVADORA 2022;BL6936/7341 BLOWER CAMION EXCAVADORA 2022 VARIOS UNICO;BLOWER
1,00;ANSOPAZ S.A.;10.449,00;CLASICO;07/02/2023;NEGRO/PLATA;45;CALZADO;BOTINES;BOTINES F5;;643411 - C17 ONITY BOTIN F5 2022;C17 ONITY BOTIN F5 2022 NEGRO/PLATA 45;ONITY
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);15.839,00;CLASICO;07/02/2023;BLANCO/NEGRO;43;CALZADO;ZAPATILLAS;DEPORTIVAS;STOCK INMOVILIZADO SIN INGRESOS 2022;641514 - 4908/302/21536 ACTVITTA ZAPATILLA DEP 2021;4908/302/21536 ACTVITTA ZAPATILLA DEP 2021 BLANCO/NEGRO 43;ACTVITTA
1,00;INDUMENTARIA PAMPEANA S.A.;2.991,12;CLASICO;07/02/2023;NEGRO;37;CALZADO;ZAPATILLAS;DEPORTIVAS;;641701 - FLOKI/D KIOSHI ZAPATILLA DEP 2021;FLOKI/D KIOSHI ZAPATILLA DEP 2021 NEGRO 37;KIOSHI
1,00;INDUMENTARIA PAMPEANA S.A.;8.614,32;CLASICO;07/02/2023;NEGRO;43;CALZADO;ZAPATILLAS;PANCHA DEPORTIVA;;628976 - BOKEH/M KIOSHI PANCHA DEP. 2020;BOKEH/M KIOSHI PANCHA DEP. 2020 NEGRO 43;KIOSHI
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);10.799,00;CLASICO;07/02/2023;NEGRO;27;CALZADO;ZAPATILLAS;PANCHA DEPORTIVA;STOCK INMOVILIZADO 2023 ;641280 - 2503/321/21914 MOLEKINHA PANCHA DEP 2021;2503/321/21914 MOLEKINHA PANCHA DEP 2021 NEGRO 27;MOLEKINHA
1,00;ZATEL ADRIAN RAMON (Target);7.299,00;CLASICO;07/02/2023;NEGRO/GRIS;UNICO;MARROQUINERIA;MOCHILAS;MOCHILA;;644375 - 27209 EVERLAST MOCHILA 2022;27209 EVERLAST MOCHILA 2022 NEGRO/GRIS UNICO;EVERLAST
1,00;LESEDIFE S.A.;11.999,00;COLEGIAL;07/02/2023;NEGRO;UNICO;MARROQUINERIA;MOCHILAS;MOCHILA;;644491 - 65/010539 WILSON MOCHILA 2022;65/010539 WILSON MOCHILA 2022 NEGRO UNICO;WILSON
1,00;LESEDIFE S.A.;8.999,00;COLEGIAL;07/02/2023;ROSA;UNICO;MARROQUINERIA;MOCHILAS;MOCHILA;;644630 - 91/2813 LSYD MOCHILA 2022;91/2813 LSYD MOCHILA 2022 ROSA UNICO;LSYD
1,00;LAUTIN ACCESORIOS S.R.L.(LIMA -CHIMOLA);37.799,00;COLEGIAL;07/02/2023;LILA;18;MARROQUINERIA;MOCHILAS;MOCHILAS CON CARRO;;644472 - TR22 CHIMOLA MOCHILA C/CARRO 18pulg 2022;TR22 CHIMOLA MOCHILA C/CARRO 18pulg 2022 LILA 18;CHIMOLA
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);14.255,00;VERANO MODA;07/02/2023;NEGRO;37;CALZADO;SANDALIAS;SANDALIAS TACO MEDIO;;643426 - 6464/102/7286 VIZZANO SANDALIA T/M 2022;6464/102/7286 VIZZANO SANDALIA T/M 2022 NEGRO 37;VIZZANO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);4.949,00;VERANO MODA;07/02/2023;BEIGE;39;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;628853 - 8387/505/16773 BEIRA RIO SANDALIA 2020;8387/505/16773 BEIRA RIO SANDALIA 2020 BEIGE 39;BEIRA RIO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);9.199,00;VERANO MODA;07/02/2023;NEGRO/CAMEL;36;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643368 - 7125/233/23523 MODARE SANDALIA 2022;7125/233/23523 MODARE SANDALIA 2022 NEGRO/CAMEL 36;MODARE
1,00;RIMON CASSIS E HIJOS S.A.;2.519,00;VERANO;07/02/2023;NEGRO;38;CALZADO;OJOTAS Y CHINELAS;OJOTAS;;643957 - 61695 COPACABANA OJOTA 2022;61695 COPACABANA OJOTA 2022 NEGRO 38;COPACABANA
1,00;GLOBAL BRANDS S.A.;6.511,00;VERANO;07/02/2023;MARRON;44;CALZADO;OJOTAS Y CHINELAS;OJOTAS;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;644345 - 61685 RIDER OJOTA 2022;61685 RIDER OJOTA 2022 MARRON 44;RIDER
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);5.291,00;VERANO MODA;07/02/2023;NEGRO;38;CALZADO;OJOTAS Y CHINELAS;CHINELA MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;628852 - 8387/501/9569 BEIRA RIO CHINELA MODA 2020;8387/501/9569 BEIRA RIO CHINELA MODA 2020 NEGRO 38;BEIRA RIO
1,00;PABLO RODRIGO CALFAYAN( PIA VITTELLI);11.493,87;INVIERNO MODA;07/02/2023;NEGRO;38;CALZADO;BOTAS Y BORCEGOS;BOTAS;NICO OPORTUNIDAD JULIO |LIQUIDACION INVIERNO 2023 ;630130 - DENVER PIAVITTELLI BOTA 2021;DENVER PIAVITTELLI BOTA 2021 NEGRO 38;PIAVITTELLI
1,00;GLOBAL BRANDS S.A.;8.084,49;VERANO;07/02/2023;ROSA;40;CALZADO;SANDALIAS;SANDALIAS PLAYERAS;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643992 - 61690 RIDER SANDALIA PLAY 2022;61690 RIDER SANDALIA PLAY 2022 ROSA 40;RIDER
1,00;JOSE FREIBERG S.A.C.I.;7.990,00;COLEGIAL;07/02/2023;VARIOS;UNICO;UTILES ESCOLARES Y LIBRERIA GENERAL;ESCOLARES;SET UTILES;; - ;COMBO 4to A 6to FREIBERG UTILES ESCOLARES 2021 VARIOS UNICO;FREIBERG
1,00;LESEDIFE S.A.;11.399,05;COLEGIAL;07/02/2023;AZUL;UNICO;MARROQUINERIA;MOCHILAS;MOCHILA;;644491 - 65/010539 WILSON MOCHILA 2022;65/010539 WILSON MOCHILA 2022 AZUL UNICO;WILSON
1,00;ZATEL ADRIAN RAMON (Target);30.029,01;COLEGIAL;07/02/2023;AZUL;18;MARROQUINERIA;MOCHILAS;MOCHILAS CON CARRO;;644647 - 27349 ALPINE SKATE MOCHILA C/CARRO 18pulg 2022;27349 ALPINE SKATE MOCHILA C/CARRO 18pulg 2022 AZUL 18;ALPINE SKATE
1,00;;2.524,99;CLASICO;07/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;1.709,98;CLASICO;07/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;1.299,99;CLASICO;07/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;IMPORTADORA BS AS S.R.L.(GUMMI);6.071,01;VERANO;07/02/2023;AZUL;44;CALZADO;OJOTAS Y CHINELAS;CHINELA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;628806 - SA STRIPE GUMMI CHINELA 2020;SA STRIPE GUMMI CHINELA 2020 AZUL 44;GUMMI
1,00;GLOBAL BRANDS S.A.;6.719,00;VERANO;07/02/2023;NEGRO/BLANCO;42;CALZADO;OJOTAS Y CHINELAS;CHINELA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643991 - 61691 RIDER CHINELA 2022;61691 RIDER CHINELA 2022 NEGRO/BLANCO 42;RIDER
1,00;GLOBAL BRANDS S.A.;6.511,00;VERANO;07/02/2023;GRIS/NEGRO;41;CALZADO;OJOTAS Y CHINELAS;OJOTAS;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;644345 - 61685 RIDER OJOTA 2022;61685 RIDER OJOTA 2022 GRIS/NEGRO 41;RIDER
1,00;GLOBAL BRANDS S.A.;6.511,00;VERANO;07/02/2023;NEGRO/ROSA;38;CALZADO;OJOTAS Y CHINELAS;OJOTAS;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;644346 - 61686 RIDER OJOTA 2022;61686 RIDER OJOTA 2022 NEGRO/ROSA 38;RIDER
1,00;FABINCAL CORDOBA S.A;12.143,08;COLEGIAL;07/02/2023;NEGRO;34;CALZADO;ZAPATO;ZAPATO ESCOLAR;;AC-5440242 - 534 ESCARPINO ZAPATO ABROJO 2019;534 ESCARPINO ZAPATO ABROJO 2019 NEGRO 34;ESCARPINO
1,00;FABINCAL CORDOBA S.A;14.995,08;COLEGIAL;07/02/2023;NEGRO;43;CALZADO;ZAPATO;ZAPATO HOMBRES;;AC-5440128 - 6400/01 ESCARPINO ZAPATO 2018;6400/01 ESCARPINO ZAPATO 2018 NEGRO 43;ESCARPINO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);8.824,77;INVIERNO MODA;07/02/2023;ROSA;28;CALZADO;BOTAS Y BORCEGOS;BORCEGOS;NICO OPORTUNIDAD AGOSTO |LIQUIDACION INVIERNO 2023 ;642594 - 2164/518/14220 MOLEKINHA BORCEGO 2022;2164/518/14220 MOLEKINHA BORCEGO 2022 ROSA 28;MOLEKINHA
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);6.674,00;VERANO;07/02/2023;GRIS/NARANJA;34;CALZADO;SANDALIAS;SANDALIAS PLAYERAS;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;641249 - 2413/102/16396 MOLEKINHO SANDALIA PLAY 2021;2413/102/16396 MOLEKINHO SANDALIA PLAY 2021 GRIS/NARANJA 34;MOLEKINHO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);15.798,99;VERANO MODA;07/02/2023;BLANCO;35;CALZADO;SANDALIAS;SANDALIAS TACO ALTO;;641315 - 6292/200/13488 VIZZANO SANDALIA T/A 2021;6292/200/13488 VIZZANO SANDALIA T/A 2021 BLANCO 35;VIZZANO
1,00;PABLO RODRIGO CALFAYAN( PIA VITTELLI);13.389,00;INVIERNO MODA;07/02/2023;SUELA;38;CALZADO;BOTAS Y BORCEGOS;BOTAS;LIQUIDACION INVIERNO 2023 ;630124 - ROMA PIAVITTELLI BOTA 2021;ROMA PIAVITTELLI BOTA 2021 SUELA 38;PIAVITTELLI
1,00;DONCAL S.R.L;7.920,81;INVIERNO MODA;07/02/2023;BLANCO;38;CALZADO;BOTAS Y BORCEGOS;BOTA TEXANA;LIQUIDACION INVIERNO 2023 |NICO OPORTUNIDAD JUNIO ;AC-0432442 - 111 LILA LIZ TEXANA 2019;111 LILA LIZ TEXANA 2019 BLANCO 38;LILA LIZ
1,00;CIRON S.A. (SAVAGE);16.639,00;INVIERNO MODA;07/02/2023;NEGRO;39;CALZADO;BOTAS Y BORCEGOS;BOTA TEXANA;LIQUIDACION INVIERNO 2023 |NICO OPORTUNIDAD JUNIO ;630061 - GZ 90 SAVAGE BOTA TEXANA 2021;GZ 90 SAVAGE BOTA TEXANA 2021 NEGRO 39;SAVAGE
1,00;COMPRANDOENGRUPO.NET S.A.;17.999,00;CLASICO;07/02/2023;LILA;L;RODADOS;ROLLERS Y PATINES;PATINES;;642098 - ROPAS003 KUEST PATINES 2021;ROPAS003 KUEST PATINES 2021 LILA L;KUEST
1,00;FABINCAL CORDOBA S.A;12.143,08;COLEGIAL;07/02/2023;NEGRO;36;CALZADO;ZAPATO;ZAPATO ESCOLAR;;AC-5440242 - 534 ESCARPINO ZAPATO ABROJO 2019;534 ESCARPINO ZAPATO ABROJO 2019 NEGRO 36;ESCARPINO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);14.930,11;CLASICO;07/02/2023;NEGRO/ORO;40;CALZADO;ZAPATILLAS;URBANAS;STOCK INMOVILIZADO 2023 ;642534 - 1385/101/23458 VIZZANO ZAPATILLA URB 2022;1385/101/23458 VIZZANO ZAPATILLA URB 2022 NEGRO/ORO 40;VIZZANO
1,00;ZATEL ADRIAN RAMON (Target);7.299,00;CLASICO;07/02/2023;NEGRO/GRIS;UNICO;MARROQUINERIA;MOCHILAS;MOCHILA;;644375 - 27209 EVERLAST MOCHILA 2022;27209 EVERLAST MOCHILA 2022 NEGRO/GRIS UNICO;EVERLAST
1,00;LAUTIN ACCESORIOS S.R.L.(LIMA -CHIMOLA);32.339,00;COLEGIAL;07/02/2023;CELESTE/ROSA;16;MARROQUINERIA;MOCHILAS;MOCHILAS CON CARRO;;644444 - BT11 CHIMOLA MOCHILA C/CARRO 16pulg 2022;BT11 CHIMOLA MOCHILA C/CARRO 16pulg 2022 CELESTE/ROSA 16;CHIMOLA
1,00;;1.465,00;CLASICO;07/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;2.450,00;CLASICO;07/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;719,99;CLASICO;07/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;1.465,00;CLASICO;07/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;543,08;CLASICO;07/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;2.964,98;CLASICO;07/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;1.549,99;CLASICO;07/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;1.614,99;CLASICO;07/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;;901,99;CLASICO;07/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;EZEIZA MORA HERNAN ARIEL (SIRIS);6.172,99;VERANO MODA;07/02/2023;NATURAL/ORO;35;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;642164 - 613 SIRIS SANDALIA 2021;613 SIRIS SANDALIA 2021 NATURAL/ORO 35;SIRIS
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);4.499,00;VERANO MODA;07/02/2023;AMARILLO;40;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;629070 - 5454/101/375 MOLECA SANDALIA 2020;5454/101/375 MOLECA SANDALIA 2020 AMARILLO 40;MOLECA
1,00;RIMON CASSIS E HIJOS S.A.;2.587,00;VERANO;07/02/2023;AZUL;43;CALZADO;OJOTAS Y CHINELAS;OJOTAS;;AC-3810487 - 60385 IPANEMA OJOTA 2018;60385 IPANEMA OJOTA 2018 AZUL 43;IPANEMA
1,00;INDUMENTARIA PAMPEANA S.A.;10.735,12;CLASICO;07/02/2023;NEGRO/NEGRO;42;CALZADO;ZAPATILLAS;DEPORTIVAS;;630152 - NITHE/H KIOSHI ZAPATILLA DEP 2021;NITHE/H KIOSHI ZAPATILLA DEP 2021 NEGRO/NEGRO 42;KIOSHI
1,00;FABINCAL CORDOBA S.A;14.995,08;COLEGIAL;07/02/2023;NEGRO;42;CALZADO;ZAPATO;ZAPATO HOMBRES;;AC-5440128 - 6400/01 ESCARPINO ZAPATO 2018;6400/01 ESCARPINO ZAPATO 2018 NEGRO 42;ESCARPINO
1,00;;703,99;CLASICO;07/02/2023;VARIOS;UNICO;VARIOS;;;; - ;COSTO ENVIO ML VARIOS 2021;VARIOS
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);9.499,00;CLASICO;07/02/2023;NEGRO;36;CALZADO;ZAPATILLAS;DEPORTIVAS;;AC-5551660 - 2831/100 MOLEKINHO ZAPATILLA DEPORTIVA 2019;2831/100 MOLEKINHO ZAPATILLA DEPORTIVA 2019 NEGRO 36;MOLEKINHO
1,00;INDUMENTARIA PAMPEANA S.A.;2.991,12;CLASICO;07/02/2023;NEGRO;36;CALZADO;ZAPATILLAS;DEPORTIVAS;;641701 - FLOKI/D KIOSHI ZAPATILLA DEP 2021;FLOKI/D KIOSHI ZAPATILLA DEP 2021 NEGRO 36;KIOSHI
1,00;VICBOR S.R.L.;9.999,00;COLEGIAL;07/02/2023;BLANCO/GRIS;32;CALZADO;ZAPATILLAS;ZAPATILLA ESCOLAR;;AC-1271341 - COLUMBIA/C ATOMIK ZAPATILLA 2020;COLUMBIA/C ATOMIK ZAPATILLA 2020 BLANCO/GRIS 32;ATOMIK
1,00;INDUSTRIAS G&D S.A.( MASSIMO CHIESA );3.812,06;CLASICO;07/02/2023;NEGRO;100;MARROQUINERIA;ACCESORIOS DE MARROQUINERIA;CINTO;;643218 - 3111 STORKMAN CINTO 2022;3111 STORKMAN CINTO 2022 NEGRO 100;STORK MAN
1,00;LESEDIFE S.A.;7.199,00;CLASICO;07/02/2023;NUDE;UNICO;MARROQUINERIA;BOLSOS Y CARTERAS;MORRAL;;644043 - C1734 AMAYRA MORRAL 2022;C1734 AMAYRA MORRAL 2022 NUDE UNICO;AMAYRA
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);11.518,99;VERANO MODA;07/02/2023;NEGRO;38;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643423 - 6283/2000/19695 VIZZANO SANDALIA 2022;6283/2000/19695 VIZZANO SANDALIA 2022 NEGRO 38;VIZZANO
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);4.829,00;VERANO MODA;07/02/2023;NEGRO;35;CALZADO;SANDALIAS;SANDALIAS MODA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643609 - 5454/105/16773 MOLECA SANDALIA 2022;5454/105/16773 MOLECA SANDALIA 2022 NEGRO 35;MOLECA
1,00;IMPORTADORA BS AS S.R.L.(GUMMI);6.929,00;VERANO;07/02/2023;NEGRO/GRIS;41;CALZADO;OJOTAS Y CHINELAS;CHINELA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;644441 - SA DENIM GUMMI CHINELA 2022;SA DENIM GUMMI CHINELA 2022 NEGRO/GRIS 41;GUMMI
1,00;RIMON CASSIS E HIJOS S.A.;2.587,00;VERANO;07/02/2023;AZUL/NEGRO;29;CALZADO;OJOTAS Y CHINELAS;OJOTAS;;AC-3810489 - 61528 IPANEMA OJOTA 2018;61528 IPANEMA OJOTA 2018 AZUL/NEGRO 29;IPANEMA
1,00;GLOBAL BRANDS S.A.;7.055,00;VERANO;07/02/2023;AZUL/BLANCO;42;CALZADO;OJOTAS Y CHINELAS;OJOTAS;;643990 - 61628 RIDER OJOTA 2022;61628 RIDER OJOTA 2022 AZUL/BLANCO 42;RIDER
1,00;ANSOPAZ S.A.;10.449,00;CLASICO;07/02/2023;NEGRO/PLATA;42;CALZADO;BOTINES;BOTINES F11;;643405 - C14 ONITY BOTIN F11 2022;C14 ONITY BOTIN F11 2022 NEGRO/PLATA 42;ONITY
2,00;DESCANSAR S.A.;17.638,00;CLASICO;07/02/2023;VARIOS;UNICO;OUTDOOR Y TIEMPO LIBRE;CAMPING;SILLON;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;644158 - 80030 DESCANSAR SILLON PLEGABLE 2022;80030 DESCANSAR SILLON PLEGABLE 2022 VARIOS UNICO;DESCANSAR
1,00;COMPRANDOENGRUPO.NET S.A.;17.999,00;CLASICO;07/02/2023;NEGRO/AZUL;L;RODADOS;ROLLERS Y PATINES;PATINES;;642098 - ROPAS003 KUEST PATINES 2021;ROPAS003 KUEST PATINES 2021 NEGRO/AZUL L;KUEST
1,00;CIRON S.A. (SAVAGE);10.919,00;VERANO MODA;07/02/2023;NEGRO;35;CALZADO;ZUECOS;ZUECOS MODA;6-12 SIN INTERES 6-12 SIN INTERES|LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;641440 - LOLA 707 SAVAGE ZUECO MODA 2021;LOLA 707 SAVAGE ZUECO MODA 2021 NEGRO 35;SAVAGE
1,00;CIRON S.A. (SAVAGE);9.764,07;VERANO MODA;07/02/2023;NEGRO;37;CALZADO;ZUECOS;ZUECOS MODA;6-12 SIN INTERES 6-12 SIN INTERES|LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023;643617 - PIAVE 423 ZUECO MODA 2022;PIAVE 423 ZUECO MODA 2022EGRO 37;SAVAGE
1,00;INDUSTRIAS VERSATO S.A.(VERSATO);8.025,91;VERANO MODA;07/02/2023;NEGRO;38;CALZADO;ZUECOS;ZUECOS MODA;;643920 - 6472/100/7286 VIZZANO ZUECO T/A 2022;6472/100/7286 VIZZANO ZUECO T/M 2022 NEGRO 38;VIZZANO
1,00;GENERAC TECHNOLOGY MANAGAMENT SA;3.656,00;CLASICO;07/02/2023;VARIOS;UNICO;JUEGOS Y JUGUETES;JUEGOS DE AGUA Y PLAYA;PISTOLA DE AGUA;LIQUIDACION VERANO 2023 LIQUIDACION VERANO 2023; - ;5640/01227 X-SHOT PISTOLAS DE AGUA 2021 VARIOS UNICO;X-SHOT
1,00;JOSE FREIBERG S.A.C.I.;7.990,01;COLEGIAL;07/02/2023;VARIOS;UNICO;UTILES ESCOLARES Y LIBRERIA GENERAL;ESCOLARES;SET UTILES;; - ;COMBO 4to A 6to FREIBERG UTILES ESCOLARES 2021 VARIOS UNICO;FREIBERG
1,00;JOSE FREIBERG S.A.C.I.;7.990,01;COLEGIAL;07/02/2023;VARIOS;UNICO;UTILES ESCOLARES Y LIBRERIA GENERAL;ESCOLARES;SET UTILES;; - ;COMBO 4to A 6to FREIBERG UTILES ESCOLARES 2021 VARIOS UNICO;FREIBERG
